main_cat,sec_cat,raw_cat,section,isic_embed,isic_descr,dose,match_score
health_and_medical,cannabis_clinic,cannabis_clinic,Q,86,Human health activities,services,0.3341488838195801
health_and_medical,cannabis_collective,cannabis_collective,C,12,Manufacture of tobacco products,manufacturing,0.28077927231788635
health_and_medical,childrens_hospital,childrens_hospital,Q,86,Human health activities,services,0.33707523345947266
health_and_medical,chiropractor,chiropractor,Q,86,Human health activities,services,0.20993509888648987
health_and_medical,colonics,colonics,E,37,Sewerage,manufacturing,0.36154597997665405
health_and_medical,community_health_center,community_health_center,Q,86,Human health activities,services,0.466738224029541
health_and_medical,concierge_medicine,concierge_medicine,Q,86,Human health activities,services,0.4400307834148407
health_and_medical,cryotherapy,cryotherapy,M,75,Veterinary activities,services,0.16403089463710785
health_and_medical,dialysis_clinic,dialysis_clinic,Q,86,Human health activities,services,0.3566228151321411
health_and_medical,dietitian,dietitian,C,10,Manufacture of food products,manufacturing,0.2941363453865051
health_and_medical,doula,doula,O,84,Public administration and defence; compulsory social security,services,0.1576450914144516
health_and_medical,emergency_room,emergency_room,Q,86,Human health activities,services,0.33347469568252563
health_and_medical,environmental_medicine,environmental_medicine,Q,86,Human health activities,services,0.49652689695358276
health_and_medical,eye_care_clinic,eye_care_clinic,Q,86,Human health activities,services,0.3529069423675537
health_and_medical,float_spa,float_spa,E,36,"Water collection, treatment and supply",manufacturing,0.27820998430252075
health_and_medical,halfway_house,halfway_house,Q,87,Residential care activities,services,0.2647525668144226
health_and_medical,halotherapy,halotherapy,Q,86,Human health activities,services,0.2453133761882782
health_and_medical,health_and_wellness_club,health_and_wellness_club,Q,86,Human health activities,services,0.36485278606414795
health_and_medical,health_coach,health_coach,Q,86,Human health activities,services,0.3585817813873291
health_and_medical,health_department,health_department,Q,86,Human health activities,services,0.5256719589233398
health_and_medical,health_insurance_office,health_insurance_office,Q,86,Human health activities,services,0.4131263494491577
health_and_medical,hospice,hospice,Q,87,Residential care activities,services,0.29790711402893066
health_and_medical,hospital,hospital,Q,86,Human health activities,services,0.4224092960357666
health_and_medical,hydrotherapy,hydrotherapy,E,36,"Water collection, treatment and supply",manufacturing,0.3240889012813568
health_and_medical,hypnosis_hypnotherapy,hypnosis_hypnotherapy,Q,86,Human health activities,services,0.25582921504974365
health_and_medical,iv_hydration,iv_hydration,E,36,"Water collection, treatment and supply",manufacturing,0.2953641414642334
health_and_medical,lactation_services,lactation_services,S,96,Other personal service activities,services,0.39350345730781555
health_and_medical,laser_eye_surgery_lasik,laser_eye_surgery_lasik,S,95,Repair of computers and personal and household goods,services,0.19030466675758362
health_and_medical,lice_treatment,lice_treatment,C,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,manufacturing,0.18494416773319244
health_and_medical,massage_therapy,massage_therapy,S,96,Other personal service activities,services,0.3199179172515869
health_and_medical,maternity_centers,maternity_centers,Q,86,Human health activities,services,0.4098255932331085
health_and_medical,medical_cannabis_referral,medical_cannabis_referral,Q,87,Residential care activities,services,0.31188541650772095
health_and_medical,medical_service_organizations,medical_service_organizations,Q,86,Human health activities,services,0.4579760432243347
health_and_medical,medical_transportation,medical_transportation,H,52,Warehousing and support activities for transportation,services,0.46307238936424255
health_and_medical,memory_care,memory_care,Q,87,Residential care activities,services,0.2814885377883911
health_and_medical,midwife,midwife,C,32,Other manufacturing,manufacturing,0.26034268736839294
health_and_medical,nurse_practitioner,nurse_practitioner,S,96,Other personal service activities,services,0.31478673219680786
health_and_medical,nutritionist,nutritionist,C,10,Manufacture of food products,manufacturing,0.3661801815032959
health_and_medical,occupational_medicine,occupational_medicine,Q,86,Human health activities,services,0.5387953519821167
health_and_medical,occupational_therapy,occupational_therapy,S,96,Other personal service activities,services,0.4468929171562195
health_and_medical,optometrist,optometrist,C,26,"Manufacture of computer, electronic and optical products",manufacturing,0.26528018712997437
health_and_medical,organ_and_tissue_donor_service,organ_and_tissue_donor_service,M,75,Veterinary activities,services,0.3697529435157776
health_and_medical,orthotics,orthotics,S,95,Repair of computers and personal and household goods,services,0.272741436958313
health_and_medical,oxygen_bar,oxygen_bar,E,37,Sewerage,manufacturing,0.17543332278728485
health_and_medical,paternity_tests_and_services,paternity_tests_and_services,Q,86,Human health activities,services,0.1809609979391098
health_and_medical,physical_therapy,physical_therapy,Q,86,Human health activities,services,0.3366394639015198
health_and_medical,placenta_encapsulation_service,placenta_encapsulation_service,Q,86,Human health activities,services,0.2367456555366516
health_and_medical,podiatry,podiatry,Q,86,Human health activities,services,0.32176703214645386
health_and_medical,prenatal_perinatal_care,prenatal_perinatal_care,Q,86,Human health activities,services,0.31543874740600586
health_and_medical,prosthetics,prosthetics,S,95,Repair of computers and personal and household goods,services,0.36057162284851074
health_and_medical,prosthodontist,prosthodontist,M,74,"Other professional, scientific and technical activities",services,0.24824753403663635
health_and_medical,psychomotor_therapist,psychomotor_therapist,Q,87,Residential care activities,services,0.3101365566253662
health_and_medical,public_health_clinic,public_health_clinic,Q,86,Human health activities,services,0.5831732749938965
health_and_medical,reflexology,reflexology,M,72,Scientific research and development,services,0.2366458773612976
health_and_medical,reiki,reiki,Q,86,Human health activities,services,0.18210846185684204
health_and_medical,sauna,sauna,Q,88,Social work activities without accommodation,services,0.18223392963409424
health_and_medical,skilled_nursing,skilled_nursing,Q,87,Residential care activities,services,0.4033234715461731
health_and_medical,sleep_specialist,sleep_specialist,S,96,Other personal service activities,services,0.23048615455627441
health_and_medical,speech_therapist,speech_therapist,Q,87,Residential care activities,services,0.2310151904821396
health_and_medical,sperm_clinic,sperm_clinic,E,37,Sewerage,manufacturing,0.2969800531864166
health_and_medical,surgical_center,surgical_center,Q,86,Human health activities,services,0.45201894640922546
health_and_medical,ultrasound_imaging_center,ultrasound_imaging_center,Q,86,Human health activities,services,0.29298222064971924
health_and_medical,urgent_care_clinic,urgent_care_clinic,Q,86,Human health activities,services,0.3857702910900116
health_and_medical,weight_loss_center,weight_loss_center,I,56,Food and beverage service activities,services,0.20328843593597412
health_and_medical,wellness_program,wellness_program,Q,86,Human health activities,services,0.3567162752151489
health_and_medical,women's_health_clinic,women's_health_clinic,Q,86,Human health activities,services,0.5123637914657593
health_and_medical,medical_center,medical_center,Q,86,Human health activities,services,0.4627549648284912
health_and_medical,personal_care_service,personal_care_service,S,96,Other personal service activities,services,0.5732346773147583
health_and_medical,rehabilitation_center,rehabilitation_center,Q,87,Residential care activities,services,0.507590115070343
health_and_medical,traditional_chinese_medicine,traditional_chinese_medicine,C,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,manufacturing,0.41707122325897217
pets,pets,pets,M,75,Veterinary activities,services,0.37250620126724243
pets,pet_services,pet_services,M,75,Veterinary activities,services,0.5583658218383789
pets,animal_rescue_service,animal_rescue_service,M,75,Veterinary activities,services,0.5729779005050659
pets,animal_shelter,animal_shelter,M,75,Veterinary activities,services,0.46483519673347473
pets,horse_boarding,horse_boarding,R,92,Gambling and betting activities,services,0.3195180892944336
pets,pet_adoption,pet_adoption,M,75,Veterinary activities,services,0.3172420561313629
pets,veterinarian,veterinarian,M,75,Veterinary activities,services,0.5458437204360962
business_to_business,business_to_business,business_to_business,G,46,"Wholesale trade, except of motor vehicles and motorcycles",services,0.4096910357475281
business_to_business,business,business,G,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.42821821570396423
business_to_business,commercial_industrial,commercial_industrial,C,28,Manufacture of machinery and equipment n.e.c.,manufacturing,0.5448713302612305
business_to_business,b2b_agriculture_and_food,b2b_agriculture_and_food,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.5434696078300476
business_to_business,business_manufacturing_and_supply,business_manufacturing_and_supply,C,31,Manufacture of furniture,manufacturing,0.5424880981445312
business_to_business,b2b_medical_support_services,b2b_medical_support_services,N,82,"Office administrative, office support and other business support activities",services,0.3577929139137268
business_to_business,b2b_science_and_technology,b2b_science_and_technology,C,26,"Manufacture of computer, electronic and optical products",manufacturing,0.39036861062049866
business_to_business,business_advertising,business_advertising,M,73,Advertising and market research,services,0.5584548711776733
business_to_business,business_equipment_and_supply,business_equipment_and_supply,C,33,Repair and installation of machinery and equipment,manufacturing,0.5849704742431641
business_to_business,business_storage_and_transportation,business_storage_and_transportation,H,52,Warehousing and support activities for transportation,services,0.6136603355407715
business_to_business,business_to_business_services,business_to_business_services,G,46,"Wholesale trade, except of motor vehicles and motorcycles",services,0.40084967017173767
business_to_business,b2b_energy_and_mining,b2b_energy_and_mining,B,09,Mining support service activities,manufacturing,0.4648010730743408
public_service_and_government,public_service_and_government,public_service_and_government,O,84,Public administration and defence; compulsory social security,services,0.6214861869812012
public_service_and_government,public_utility_company,energy_company,E,36,"Water collection, treatment and supply",manufacturing,0.45394307374954224
public_service_and_government,law_enforcement,law_enforcement,N,80,Security and investigation activities,services,0.5092754364013672
public_service_and_government,organization,organization,S,94,Activities of membership organizations,services,0.44244080781936646
public_service_and_government,community_services,community_services,S,96,Other personal service activities,services,0.49417340755462646
public_service_and_government,government_services,government_services,O,84,Public administration and defence; compulsory social security,services,0.5499494075775146
public_service_and_government,jail_and_prison,jail_and_prison,E,37,Sewerage,manufacturing,0.2558831572532654
public_service_and_government,post_office,post_office,H,53,Postal and courier activities,services,0.4854699373245239
public_service_and_government,public_toilet,public_toilet,E,37,Sewerage,manufacturing,0.5014466047286987
public_service_and_government,armed_forces_branch,armed_forces_branch,S,94,Activities of membership organizations,services,0.27561211585998535
public_service_and_government,central_government_office,central_government_office,O,84,Public administration and defence; compulsory social security,services,0.48649585247039795
public_service_and_government,chambers_of_commerce,chambers_of_commerce,S,94,Activities of membership organizations,services,0.45439544320106506
public_service_and_government,children_hall,children_hall,R,90,"Creative, arts and entertainment activities",services,0.29229581356048584
public_service_and_government,civic_center,civic_center,R,91,"Libraries, archives, museums and other cultural activities",services,0.2456888109445572
public_service_and_government,community_center,community_center,N,81,Services to buildings and landscape activities,services,0.36577409505844116
public_service_and_government,courthouse,courthouse,M,69,Legal and accounting activities,services,0.2960261106491089
public_service_and_government,department_of_motor_vehicles,department_of_motor_vehicles,G,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,services,0.4022083878517151
public_service_and_government,department_of_social_service,department_of_social_service,Q,88,Social work activities without accommodation,services,0.4695127606391907
public_service_and_government,embassy,embassy,U,99,Activities of extraterritorial organizations and bodies,services,0.4573536217212677
public_service_and_government,family_service_center,family_service_center,S,96,Other personal service activities,services,0.3622688353061676
public_service_and_government,federal_government_offices,federal_government_offices,O,84,Public administration and defence; compulsory social security,services,0.4435293674468994
public_service_and_government,fire_department,fire_department,S,95,Repair of computers and personal and household goods,services,0.35266226530075073
public_service_and_government,immigration_and_naturalization,immigration_and_naturalization,U,99,Activities of extraterritorial organizations and bodies,services,0.39878442883491516
public_service_and_government,library,library,R,91,"Libraries, archives, museums and other cultural activities",services,0.424575537443161
public_service_and_government,local_and_state_government_offices,local_and_state_government_offices,O,84,Public administration and defence; compulsory social security,services,0.4264981746673584
public_service_and_government,low_income_housing,low_income_housing,N,77,Rental and leasing activities,services,0.35615086555480957
public_service_and_government,national_security_services,national_security_services,N,80,Security and investigation activities,services,0.5296114683151245
public_service_and_government,office_of_vital_records,office_of_vital_records,Q,86,Human health activities,services,0.23874564468860626
public_service_and_government,pension,pension,K,65,"Insurance, reinsurance and pension funding, except compulsory social security",services,0.47276628017425537
public_service_and_government,police_department,police_department,N,80,Security and investigation activities,services,0.3966752290725708
public_service_and_government,political_party_office,political_party_office,O,84,Public administration and defence; compulsory social security,services,0.36249491572380066
public_service_and_government,railway_service,railway_service,H,49,Land transport and transport via pipelines,services,0.4674398899078369
public_service_and_government,registry_office,registry_office,N,82,"Office administrative, office support and other business support activities",services,0.30209213495254517
public_service_and_government,retirement_home,retirement_home,Q,87,Residential care activities,services,0.38646507263183594
public_service_and_government,scout_hall,scout_hall,E,37,Sewerage,manufacturing,0.22696799039840698
public_service_and_government,tax_office,tax_office,M,69,Legal and accounting activities,services,0.40870022773742676
public_service_and_government,town_hall,town_hall,R,91,"Libraries, archives, museums and other cultural activities",services,0.29577016830444336
public_service_and_government,unemployment_office,unemployment_office,N,78,Employment activities,services,0.4077379107475281
public_service_and_government,weather_station,weather_station,J,60,Programming and broadcasting activities,services,0.3614453673362732
religious_organization,religious_organization,religious_organization,S,94,Activities of membership organizations,services,0.4373120069503784
religious_organization,church_cathedral,church_cathedral,F,41,Construction of buildings,manufacturing,0.3243713974952698
religious_organization,mission,mission,U,99,Activities of extraterritorial organizations and bodies,services,0.22856706380844116
religious_organization,buddhist_temple,buddhist_temple,R,91,"Libraries, archives, museums and other cultural activities",services,0.3231806457042694
religious_organization,convents_and_monasteries,convents_and_monasteries,R,91,"Libraries, archives, museums and other cultural activities",services,0.35637760162353516
religious_organization,hindu_temple,hindu_temple,R,91,"Libraries, archives, museums and other cultural activities",services,0.3098817467689514
religious_organization,mosque,mosque,F,41,Construction of buildings,manufacturing,0.30440443754196167
religious_organization,religious_destination,religious_destination,R,91,"Libraries, archives, museums and other cultural activities",services,0.34690964221954346
religious_organization,shinto_shrines,shinto_shrines,R,91,"Libraries, archives, museums and other cultural activities",services,0.29279425740242004
religious_organization,sikh_temple,sikh_temple,R,91,"Libraries, archives, museums and other cultural activities",services,0.28758305311203003
religious_organization,synagogue,synagogue,S,94,Activities of membership organizations,services,0.21043731272220612
religious_organization,temple,temple,E,37,Sewerage,manufacturing,0.19200026988983154
real_estate,real_estate,real_estate,L,68,Real estate activities,services,0.4133777320384979
real_estate,real_estate_investment,real_estate_investment,L,68,Real estate activities,services,0.48186245560646057
real_estate,builders,builders,F,41,Construction of buildings,manufacturing,0.5965566635131836
real_estate,apartments,apartments,N,77,Rental and leasing activities,services,0.4526662230491638
real_estate,art_space_rental,art_space_rental,N,77,Rental and leasing activities,services,0.4771944284439087
real_estate,commercial_real_estate,commercial_real_estate,L,68,Real estate activities,services,0.5168209075927734
real_estate,condominium,condominium,N,77,Rental and leasing activities,services,0.3683161735534668
real_estate,display_home_center,display_home_center,N,81,Services to buildings and landscape activities,services,0.157640278339386
real_estate,estate_liquidation,estate_liquidation,L,68,Real estate activities,services,0.3476455807685852
real_estate,holiday_park,holiday_park,R,93,Sports activities and amusement and recreation activities,services,0.2659372389316559
real_estate,home_staging,home_staging,C,31,Manufacture of furniture,manufacturing,0.3395322263240814
real_estate,homeowner_association,homeowner_association,L,68,Real estate activities,services,0.32553112506866455
real_estate,housing_cooperative,housing_cooperative,N,77,Rental and leasing activities,services,0.38604027032852173
real_estate,kitchen_incubator,kitchen_incubator,C,10,Manufacture of food products,manufacturing,0.2609114348888397
real_estate,mobile_home_dealer,mobile_home_dealer,N,77,Rental and leasing activities,services,0.3673410415649414
real_estate,mobile_home_park,mobile_home_park,I,55,Accommodation,services,0.3537026643753052
real_estate,mortgage_broker,mortgage_broker,K,66,Activities auxiliary to financial service and insurance activities,services,0.3286024332046509
real_estate,property_management,property_management,L,68,Real estate activities,services,0.556667149066925
real_estate,shared_office_space,shared_office_space,N,77,Rental and leasing activities,services,0.35762453079223633
real_estate,university_housing,university_housing,N,77,Rental and leasing activities,services,0.32596153020858765
real_estate,real_estate_agent,real_estate_agent,L,68,Real estate activities,services,0.40221673250198364
real_estate,real_estate_service,real_estate_service,L,68,Real estate activities,services,0.5659447312355042
travel,travel,travel,H,51,Air transport,services,0.3570364713668823
travel,airport,airport,H,51,Air transport,services,0.34419065713882446
travel,travel_services,travel_services,N,79,"Travel agency, tour operator, reservation service and related activities",services,0.5925638675689697
travel,road_structures_and_services,road_structures_and_services,F,42,Civil engineering,manufacturing,0.4869081974029541
travel,tours,tours,N,79,"Travel agency, tour operator, reservation service and related activities",services,0.4194160997867584
travel,transportation,transportation,H,49,Land transport and transport via pipelines,services,0.5804488062858582
travel,agriturismo,agriturismo,A,01,"Crop and animal production, hunting and related service activities",agriculture,0.271912157535553
travel,airline_ticket_agency,airline_ticket_agency,N,79,"Travel agency, tour operator, reservation service and related activities",services,0.4321097135543823
travel,bus_ticket_agency,bus_ticket_agency,N,79,"Travel agency, tour operator, reservation service and related activities",services,0.3996562957763672
travel,rental_service,rental_service,N,77,Rental and leasing activities,services,0.6470763683319092
travel,country_house,country_house,C,31,Manufacture of furniture,manufacturing,0.23615023493766785
travel,houseboat,houseboat,C,31,Manufacture of furniture,manufacturing,0.25370049476623535
travel,railway_ticket_agent,railway_ticket_agent,H,51,Air transport,services,0.36968955397605896
travel,rest_stop,rest_stop,H,52,Warehousing and support activities for transportation,services,0.26998305320739746
travel,ryokan,ryokan,C,31,Manufacture of furniture,manufacturing,0.14833587408065796
travel,self_catering_accommodation,self_catering_accommodation,I,55,Accommodation,services,0.45351001620292664
travel,ski_resort,ski_resort,R,93,Sports activities and amusement and recreation activities,services,0.2737470269203186
travel,vacation_rental_agents,vacation_rental_agents,N,77,Rental and leasing activities,services,0.4369755685329437
mass_media,mass_media,mass_media,M,73,Advertising and market research,services,0.43886977434158325
mass_media,print_media,print_media,C,18,Printing and reproduction of recorded media,manufacturing,0.6490288376808167
mass_media,media_critic,media_critic,J,60,Programming and broadcasting activities,services,0.29832589626312256
mass_media,media_news_company,media_news_company,M,70,Activities of head offices; management consultancy activities,services,0.38749563694000244
mass_media,media_news_website,media_news_website,J,60,Programming and broadcasting activities,services,0.3848179578781128
mass_media,media_restoration_service,media_restoration_service,C,18,Printing and reproduction of recorded media,manufacturing,0.36254817247390747
mass_media,treatrical_productions,treatrical_productions,C,31,Manufacture of furniture,manufacturing,0.31515657901763916
home_service,home_service,home_service,S,96,Other personal service activities,services,0.5185146927833557
home_service,ceiling_and_roofing_repair_and_service,ceiling_and_roofing_repair_and_service,S,95,Repair of computers and personal and household goods,services,0.48472532629966736
home_service,chimney_service,chimney_service,S,96,Other personal service activities,services,0.3935025632381439
home_service,contractor,contractor,F,41,Construction of buildings,manufacturing,0.4271876811981201
home_service,damage_restoration,damage_restoration,S,95,Repair of computers and personal and household goods,services,0.34448057413101196
home_service,artificial_turf,artificial_turf,R,93,Sports activities and amusement and recreation activities,services,0.2963462471961975
home_service,bathroom_remodeling,bathroom_remodeling,M,71,Architectural and engineering activities; technical testing and analysis,services,0.30701249837875366
home_service,bathtub_and_sink_repairs,bathtub_and_sink_repairs,S,95,Repair of computers and personal and household goods,services,0.32019150257110596
home_service,cabinet_sales_service,cabinet_sales_service,C,31,Manufacture of furniture,manufacturing,0.4761282801628113
home_service,carpenter,carpenter,F,41,Construction of buildings,manufacturing,0.3046609163284302
home_service,carpet_cleaning,carpet_cleaning,S,96,Other personal service activities,services,0.33481571078300476
home_service,carpet_installation,carpet_installation,C,31,Manufacture of furniture,manufacturing,0.22312794625759125
home_service,childproofing,childproofing,N,80,Security and investigation activities,services,0.3027293384075165
home_service,closet_remodeling,closet_remodeling,C,31,Manufacture of furniture,manufacturing,0.26597774028778076
home_service,countertop_installation,countertop_installation,C,33,Repair and installation of machinery and equipment,manufacturing,0.1561245322227478
home_service,deck_and_railing_sales_service,deck_and_railing_sales_service,N,81,Services to buildings and landscape activities,services,0.4062845706939697
home_service,demolition_service,demolition_service,F,43,Specialized construction activities,manufacturing,0.5030149817466736
home_service,door_sales_service,door_sales_service,S,95,Repair of computers and personal and household goods,services,0.4116727113723755
home_service,drywall_services,drywall_services,N,81,Services to buildings and landscape activities,services,0.3347262144088745
home_service,electrician,electrician,C,27,Manufacture of electrical equipment,manufacturing,0.4460383653640747
home_service,excavation_service,excavation_service,F,43,Specialized construction activities,manufacturing,0.5053278207778931
home_service,exterior_design,exterior_design,M,71,Architectural and engineering activities; technical testing and analysis,services,0.41204768419265747
home_service,fence_and_gate_sales_service,fence_and_gate_sales_service,N,81,Services to buildings and landscape activities,services,0.39952272176742554
home_service,fire_protection_service,fire_protection_service,N,80,Security and investigation activities,services,0.45394498109817505
home_service,fireplace_service,fireplace_service,N,81,Services to buildings and landscape activities,services,0.32267433404922485
home_service,firewood,firewood,C,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",manufacturing,0.3666932284832001
home_service,foundation_repair,foundation_repair,E,39,Remediation activities and other waste management services,manufacturing,0.2999057173728943
home_service,furniture_assembly,furniture_assembly,C,31,Manufacture of furniture,manufacturing,0.6263566613197327
home_service,garage_door_service,garage_door_service,N,81,Services to buildings and landscape activities,services,0.29229605197906494
home_service,glass_and_mirror_sales_service,glass_and_mirror_sales_service,S,95,Repair of computers and personal and household goods,services,0.3104386329650879
home_service,grout_service,grout_service,N,81,Services to buildings and landscape activities,services,0.3697854280471802
home_service,gutter_service,gutter_service,N,81,Services to buildings and landscape activities,services,0.43295061588287354
home_service,handyman,handyman,S,95,Repair of computers and personal and household goods,services,0.41707316040992737
home_service,holiday_decorating,holiday_decorating,C,31,Manufacture of furniture,manufacturing,0.4697292149066925
home_service,home_automation,home_automation,C,33,Repair and installation of machinery and equipment,manufacturing,0.30640149116516113
home_service,home_cleaning,home_cleaning,S,96,Other personal service activities,services,0.5105139017105103
home_service,home_energy_auditor,home_energy_auditor,D,35,"Electricity, gas, steam and air conditioning supply",manufacturing,0.3658398985862732
home_service,home_inspector,home_inspector,F,41,Construction of buildings,manufacturing,0.4060189425945282
home_service,home_network_installation,home_network_installation,J,61,Telecommunications,services,0.1630866527557373
home_service,home_security,home_security,N,80,Security and investigation activities,services,0.5167624354362488
home_service,home_window_tinting,home_window_tinting,C,23,Manufacture of other non-metallic mineral products,manufacturing,0.19911283254623413
home_service,house_sitting,house_sitting,S,96,Other personal service activities,services,0.45768558979034424
home_service,hvac_services,hvac_services,N,81,Services to buildings and landscape activities,services,0.4259308874607086
home_service,insulation_installation,insulation_installation,M,71,Architectural and engineering activities; technical testing and analysis,services,0.27749139070510864
home_service,interior_design,interior_design,C,31,Manufacture of furniture,manufacturing,0.4913618862628937
home_service,irrigation,irrigation,E,36,"Water collection, treatment and supply",manufacturing,0.5333774089813232
home_service,key_and_locksmith,key_and_locksmith,N,80,Security and investigation activities,services,0.2723858058452606
home_service,kitchen_remodeling,kitchen_remodeling,I,56,Food and beverage service activities,services,0.3119417130947113
home_service,lighting_fixtures_and_equipment,lighting_fixtures_and_equipment,C,27,Manufacture of electrical equipment,manufacturing,0.506176769733429
home_service,masonry_concrete,masonry_concrete,F,41,Construction of buildings,manufacturing,0.5146927833557129
home_service,mobile_home_repair,mobile_home_repair,S,95,Repair of computers and personal and household goods,services,0.41931551694869995
home_service,movers,movers,H,52,Warehousing and support activities for transportation,services,0.3456396758556366
home_service,packing_services,packing_services,H,52,Warehousing and support activities for transportation,services,0.5393151044845581
home_service,painting,painting,F,41,Construction of buildings,manufacturing,0.3552769422531128
home_service,patio_covers,patio_covers,N,81,Services to buildings and landscape activities,services,0.271088182926178
home_service,plasterer,plasterer,F,41,Construction of buildings,manufacturing,0.38469335436820984
home_service,pool_and_hot_tub_services,pool_and_hot_tub_services,N,81,Services to buildings and landscape activities,services,0.4450836777687073
home_service,pool_cleaning,pool_cleaning,E,36,"Water collection, treatment and supply",manufacturing,0.37275242805480957
home_service,pressure_washing,pressure_washing,B,06,Extraction of crude petroleum and natural gas,manufacturing,0.29392799735069275
home_service,refinishing_services,refinishing_services,N,81,Services to buildings and landscape activities,services,0.40971803665161133
home_service,security_systems,security_systems,N,80,Security and investigation activities,services,0.6299351453781128
home_service,shades_and_blinds,shades_and_blinds,C,31,Manufacture of furniture,manufacturing,0.21967121958732605
home_service,shutters,shutters,C,18,Printing and reproduction of recorded media,manufacturing,0.248215913772583
home_service,siding,siding,F,41,Construction of buildings,manufacturing,0.3415154218673706
home_service,solar_installation,solar_installation,D,35,"Electricity, gas, steam and air conditioning supply",manufacturing,0.2773641049861908
home_service,solar_panel_cleaning,solar_panel_cleaning,E,38,"Waste collection, treatment and disposal activities; materials recovery",manufacturing,0.23801955580711365
home_service,structural_engineer,structural_engineer,F,41,Construction of buildings,manufacturing,0.5201907753944397
home_service,stucco_services,stucco_services,N,81,Services to buildings and landscape activities,services,0.4222562611103058
home_service,television_service_providers,television_service_providers,J,60,Programming and broadcasting activities,services,0.4821856617927551
home_service,tiling,tiling,F,41,Construction of buildings,manufacturing,0.42512840032577515
home_service,wallpaper_installers,wallpaper_installers,C,18,Printing and reproduction of recorded media,manufacturing,0.12110208719968796
home_service,washer_and_dryer_repair_service,washer_and_dryer_repair_service,S,95,Repair of computers and personal and household goods,services,0.49432554841041565
home_service,water_heater_installation_repair,water_heater_installation_repair,E,36,"Water collection, treatment and supply",manufacturing,0.2657969295978546
home_service,water_purification_services,water_purification_services,E,36,"Water collection, treatment and supply",manufacturing,0.6510791778564453
home_service,waterproofing,waterproofing,E,36,"Water collection, treatment and supply",manufacturing,0.290893018245697
home_service,window_washing,window_washing,S,95,Repair of computers and personal and household goods,services,0.3447338342666626
home_service,landscaping,landscaping,N,81,Services to buildings and landscape activities,services,0.5327757596969604
home_service,plumbing,plumbing,E,37,Sewerage,manufacturing,0.6157767176628113
home_service,windows_installation,windows_installation,J,62,"Computer programming, consultancy and related activities",services,0.21145746111869812
professional_services,professional_services,professional_services,S,96,Other personal service activities,services,0.46213698387145996
professional_services,cleaning_services,cleaning_services,S,96,Other personal service activities,services,0.5613128542900085
professional_services,construction_services,construction_services,F,43,Specialized construction activities,manufacturing,0.6623794436454773
professional_services,lawyer,lawyer,M,69,Legal and accounting activities,services,0.2547183334827423
professional_services,event_planning,event_planning,I,56,Food and beverage service activities,services,0.4022558331489563
professional_services,funeral_services_and_cemeteries,funeral_services_and_cemeteries,N,81,Services to buildings and landscape activities,services,0.39572498202323914
professional_services,internet_service_provider,internet_service_provider,J,63,Information service activities,services,0.42432916164398193
professional_services,it_service_and_computer_repair,it_service_and_computer_repair,S,95,Repair of computers and personal and household goods,services,0.6695100665092468
professional_services,junk_removal_and_hauling,junk_removal_and_hauling,H,52,Warehousing and support activities for transportation,services,0.4865674376487732
professional_services,laundry_services,laundry_services,S,96,Other personal service activities,services,0.5927981734275818
professional_services,legal_services,legal_services,M,69,Legal and accounting activities,services,0.4911256730556488
professional_services,musical_instrument_services,musical_instrument_services,C,32,Other manufacturing,manufacturing,0.39618462324142456
professional_services,3d_printing_service,3d_printing_service,C,18,Printing and reproduction of recorded media,manufacturing,0.35839635133743286
professional_services,acoustical_consultant,acoustical_consultant,J,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.38635289669036865
professional_services,adoption_services,adoption_services,Q,87,Residential care activities,services,0.3328278064727783
professional_services,advertising_agency,advertising_agency,M,73,Advertising and market research,services,0.4535282850265503
professional_services,copywriting_service,copywriting_service,J,58,Publishing activities,services,0.44951993227005005
professional_services,internet_marketing_service,internet_marketing_service,J,63,Information service activities,services,0.525879979133606
professional_services,merchandising_service,merchandising_service,S,96,Other personal service activities,services,0.500546932220459
professional_services,social_media_agency,social_media_agency,M,73,Advertising and market research,services,0.3262355327606201
professional_services,after_school_program,after_school_program,P,85,Education,services,0.3888300359249115
professional_services,bank_equipment_service,bank_equipment_service,K,64,"Financial service activities, except insurance and pension funding",services,0.56797194480896
professional_services,air_duct_cleaning_service,air_duct_cleaning_service,S,95,Repair of computers and personal and household goods,services,0.3235543370246887
professional_services,antenna_service,antenna_service,J,60,Programming and broadcasting activities,services,0.4271989166736603
professional_services,appliance_repair_service,appliance_repair_service,S,95,Repair of computers and personal and household goods,services,0.5157583355903625
professional_services,appraisal_services,appraisal_services,N,81,Services to buildings and landscape activities,services,0.3510223627090454
professional_services,architect,architect,F,41,Construction of buildings,manufacturing,0.5278559327125549
professional_services,architectural_designer,architectural_designer,M,71,Architectural and engineering activities; technical testing and analysis,services,0.513935387134552
professional_services,art_restoration_service,art_restoration_service,S,95,Repair of computers and personal and household goods,services,0.43405038118362427
